scenario,role,stage,time_grain,period,series,horizon_state,status,decision_facing,expected_unit,actual_unit,reason,source,dependants,inventory
current_basecase,basecase,S1,june_year,FY2028,light_petrol_vkt,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2028,light_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2028,light_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2028,net_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2028,net_mvr_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2028,ped_vkt_per_capita,within_annual_cutoff,required_and_available,True,km_per_person,km_per_person,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2028,ped_volume,within_annual_cutoff,required_and_available,True,million_litres,million_litres,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2028,phev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2028,phev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2028,total_fed_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2028,total_nltf_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2028,total_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,gross_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,gross_ped_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,heavy_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,heavy_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,light_bev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,light_bev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,light_petrol_vkt,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,light_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,light_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,net_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,net_mvr_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,ped_vkt_per_capita,within_annual_cutoff,required_and_available,True,km_per_person,km_per_person,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,ped_volume,within_annual_cutoff,required_and_available,True,million_litres,million_litres,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,phev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,phev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,total_fed_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,total_nltf_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2029,total_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,gross_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,gross_ped_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,heavy_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,heavy_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,light_bev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,light_bev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,light_petrol_vkt,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,light_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,light_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,net_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,net_mvr_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,ped_vkt_per_capita,within_annual_cutoff,required_and_available,True,km_per_person,km_per_person,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,ped_volume,within_annual_cutoff,required_and_available,True,million_litres,million_litres,,S1 chart rows,,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,phev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,phev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,total_fed_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,total_nltf_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_basecase,basecase,S1,june_year,FY2030,total_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,gross_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,gross_ped_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,heavy_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,heavy_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,light_bev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,light_bev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,light_petrol_vkt,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,light_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,light_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,net_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,net_mvr_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,ped_vkt_per_capita,within_annual_cutoff,required_and_available,True,km_per_person,km_per_person,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,ped_volume,within_annual_cutoff,required_and_available,True,million_litres,million_litres,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,phev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,phev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,total_fed_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,total_nltf_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2026,total_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,gross_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,gross_ped_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,heavy_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,heavy_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,light_bev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,light_bev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,light_petrol_vkt,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,light_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,light_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,net_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,net_mvr_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,ped_vkt_per_capita,within_annual_cutoff,required_and_available,True,km_per_person,km_per_person,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,ped_volume,within_annual_cutoff,required_and_available,True,million_litres,million_litres,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,phev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,phev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,total_fed_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,total_nltf_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2027,total_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,gross_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,gross_ped_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,heavy_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,heavy_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,light_bev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,light_bev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,light_petrol_vkt,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,light_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,light_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,net_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,net_mvr_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,ped_vkt_per_capita,within_annual_cutoff,required_and_available,True,km_per_person,km_per_person,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,ped_volume,within_annual_cutoff,required_and_available,True,million_litres,million_litres,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,phev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,phev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,total_fed_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,total_nltf_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2028,total_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,gross_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,gross_ped_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,heavy_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,heavy_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,light_bev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,light_bev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,light_petrol_vkt,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,light_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,light_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,net_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,net_mvr_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,ped_vkt_per_capita,within_annual_cutoff,required_and_available,True,km_per_person,km_per_person,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,ped_volume,within_annual_cutoff,required_and_available,True,million_litres,million_litres,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,phev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,phev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,total_fed_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,total_nltf_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2029,total_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,gross_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,gross_ped_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,heavy_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,heavy_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,light_bev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,light_bev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,light_petrol_vkt,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,light_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,light_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,net_fed_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,net_mvr_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,ped_vkt_per_capita,within_annual_cutoff,required_and_available,True,km_per_person,km_per_person,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,ped_volume,within_annual_cutoff,required_and_available,True,million_litres,million_litres,,S1 chart rows,,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,phev_ruc_net_km,within_annual_cutoff,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,phev_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,total_fed_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,total_nltf_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
current_comparison_1,comparison,S1,june_year,FY2030,total_ruc_net_revenue,within_annual_cutoff,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,gross_fed_revenue,official_source_horizon,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,gross_ped_revenue,official_source_horizon,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,heavy_ruc_net_km,official_source_horizon,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,heavy_ruc_net_revenue,official_source_horizon,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,light_bev_ruc_net_km,official_source_horizon,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,light_bev_ruc_net_revenue,official_source_horizon,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,light_petrol_vkt,official_source_horizon,not_applicable,True,million_km,,series is not part of the official_comparator inventory,S1 chart rows,,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,light_ruc_net_km,official_source_horizon,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,light_ruc_net_revenue,official_source_horizon,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,net_fed_revenue,official_source_horizon,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,net_mvr_revenue,official_source_horizon,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,ped_vkt_per_capita,official_source_horizon,required_and_available,True,km_per_person,km_per_person,,S1 chart rows,,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,ped_volume,official_source_horizon,required_and_available,True,million_litres,million_litres,,S1 chart rows,,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,phev_ruc_net_km,official_source_horizon,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,phev_ruc_net_revenue,official_source_horizon,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,total_fed_ruc_net_revenue,official_source_horizon,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,total_nltf_net_revenue,official_source_horizon,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2026,total_ruc_net_revenue,official_source_horizon,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2027,gross_fed_revenue,official_source_horizon,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2027,gross_ped_revenue,official_source_horizon,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2027,heavy_ruc_net_km,official_source_horizon,required_and_available,True,million_km,million_km,,S1 chart rows,,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2027,heavy_ruc_net_revenue,official_source_horizon,required_and_available,True,million_nzd,million_nzd,,S1 chart rows,,chart_row_series
mbu26_official,official_comparator,S1,june_year,FY2027,light_bev_ruc_net_km,official_source_horizon,required_and_available,True,million_km,million_km,,S1 chart rows,light_ruc_dependent_totals,chart_row_series
