engine,scenario_name,scenario_role,series_id,FY,fed_path,old_value,corrected_value,absolute_delta,percentage_delta,reason,classification
ar1,current_basecase,basecase,heavy_ruc_net_revenue,2029,Current planned path,1472.196286752585,1482.1675915175717,9.971304764986826,0.6773081045450693,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,current_basecase,basecase,heavy_ruc_net_revenue,2030,Current planned path,1547.701392172234,1561.9346558206582,14.233263648424327,0.9196388735198862,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,current_comparison_1,comparison,heavy_ruc_net_km,2026,Current planned path,4058.168075266299,4063.5800349923156,5.411959726016448,0.13335967425797937,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,current_comparison_1,comparison,heavy_ruc_net_km,2027,Current planned path,4110.5414716764335,4122.394086472179,11.852614795745467,0.2883467999876796,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,current_comparison_1,comparison,heavy_ruc_net_km,2028,Current planned path,4141.7597657029555,4161.158240113652,19.398474410696508,0.4683630994566901,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,current_comparison_1,comparison,heavy_ruc_net_km,2029,Current planned path,4169.466158684616,4197.7062908936505,28.240132209034527,0.6773081045450607,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,current_comparison_1,comparison,heavy_ruc_net_km,2030,Current planned path,4197.296762092288,4235.896734753481,38.59997266119262,0.9196388735198968,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,current_comparison_1,comparison,heavy_ruc_net_revenue,2026,Current planned path,1132.968677381738,1134.4796007193393,1.510923337601298,0.133359674257986,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,current_comparison_1,comparison,heavy_ruc_net_revenue,2027,Current planned path,1137.315605509579,1140.5950186638263,3.2794131542473224,0.28834679998767515,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,current_comparison_1,comparison,heavy_ruc_net_revenue,2028,Current planned path,1382.7114575976946,1389.187567837042,6.476110239347463,0.468363099456699,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,current_comparison_1,comparison,heavy_ruc_net_revenue,2029,Current planned path,1473.9470550782746,1483.9302179390231,9.983162860748507,0.6773081045450677,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,current_comparison_1,comparison,heavy_ruc_net_revenue,2030,Current planned path,1549.7079053002103,1563.9596216233617,14.251716323151413,0.9196388735198819,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_high,comparison,heavy_ruc_net_km,2026,Current planned path,4018.6511696903426,4024.0104297998064,5.359260109463776,0.13335967425798576,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_high,comparison,heavy_ruc_net_km,2027,Current planned path,3913.850613655481,3925.1360766562548,11.285463000773689,0.28834679998767826,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_high,comparison,heavy_ruc_net_km,2028,Current planned path,3997.648507618866,4016.3720180745345,18.723510455668475,0.46836309945670607,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_high,comparison,heavy_ruc_net_km,2029,Current planned path,4117.766685245626,4145.6566527310515,27.889967485425586,0.677308104545072,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_high,comparison,heavy_ruc_net_km,2030,Current planned path,4179.399299107474,4217.834679741684,38.43538063421056,0.9196388735198998,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_high,comparison,heavy_ruc_net_revenue,2026,Current planned path,1121.936256985579,1123.432467523277,1.4962105376980617,0.1333596742579729,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_high,comparison,heavy_ruc_net_revenue,2027,Current planned path,1082.8946529830823,1086.0171450621967,3.1224920791144086,0.28834679998767987,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_high,comparison,heavy_ruc_net_revenue,2028,Current planned path,1334.60043740484,1340.851213378832,6.250775973991949,0.4683630994566974,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_high,comparison,heavy_ruc_net_revenue,2029,Current planned path,1455.6707857132449,1465.5301619203756,9.859376207130708,0.6773081045450702,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_high,comparison,heavy_ruc_net_revenue,2030,Current planned path,1543.0998807919411,1557.290827152943,14.190946361001807,0.9196388735198922,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_low,comparison,heavy_ruc_net_km,2026,Current planned path,4018.6511696903426,4024.0104297998064,5.359260109463776,0.13335967425798576,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_low,comparison,heavy_ruc_net_km,2027,Current planned path,4087.674856213861,4099.461535855654,11.786679641792944,0.2883467999876623,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_low,comparison,heavy_ruc_net_km,2028,Current planned path,4133.912872586525,4153.274595045411,19.361722458886106,0.4683630994567086,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_low,comparison,heavy_ruc_net_km,2029,Current planned path,4164.513627139801,4192.720215451303,28.206588311501946,0.6773081045450751,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_low,comparison,heavy_ruc_net_km,2030,Current planned path,4191.862234058749,4230.412228687553,38.54999462880369,0.9196388735198927,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_low,comparison,heavy_ruc_net_revenue,2026,Current planned path,1121.936256985579,1123.432467523277,1.4962105376980617,0.1333596742579729,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_low,comparison,heavy_ruc_net_revenue,2027,Current planned path,1130.988809200633,1134.2499792401818,3.261170039548688,0.28834679998767065,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_low,comparison,heavy_ruc_net_revenue,2028,Current planned path,1380.0918008255956,1386.55564155929,6.4638407336944965,0.4683630994566964,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_low,comparison,heavy_ruc_net_revenue,2029,Current planned path,1472.196286752585,1482.1675915175717,9.971304764986826,0.6773081045450693,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_low,comparison,heavy_ruc_net_revenue,2030,Current planned path,1547.701392172234,1561.9346558206582,14.233263648424327,0.9196388735198862,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_medium,comparison,heavy_ruc_net_km,2026,Current planned path,4018.6511696903426,4024.0104297998064,5.359260109463776,0.13335967425798576,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_medium,comparison,heavy_ruc_net_km,2027,Current planned path,3993.5319978959083,4005.047219618325,11.515221722416754,0.288346799987676,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_medium,comparison,heavy_ruc_net_km,2028,Current planned path,4106.365905959076,4125.59860859126,19.232702632183646,0.46836309945671256,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_medium,comparison,heavy_ruc_net_km,2029,Current planned path,4164.513627139801,4192.720215451303,28.206588311501946,0.6773081045450751,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_medium,comparison,heavy_ruc_net_km,2030,Current planned path,4191.862234058749,4230.412228687553,38.54999462880369,0.9196388735198927,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_medium,comparison,heavy_ruc_net_revenue,2026,Current planned path,1121.936256985579,1123.432467523277,1.4962105376980617,0.1333596742579729,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_medium,comparison,heavy_ruc_net_revenue,2027,Current planned path,1104.9411114337945,1108.127173770362,3.186062336567602,0.2883467999876755,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_medium,comparison,heavy_ruc_net_revenue,2028,Current planned path,1370.8953460497187,1377.3161139827846,6.4207679330659175,0.4683630994566856,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_medium,comparison,heavy_ruc_net_revenue,2029,Current planned path,1472.196286752585,1482.1675915175717,9.971304764986826,0.6773081045450693,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
ar1,middle_east_medium,comparison,heavy_ruc_net_revenue,2030,Current planned path,1547.701392172234,1561.9346558206582,14.233263648424327,0.9196388735198862,Heavy BEV reclassification was switched on by bool(official vintage id) in slot 6; the corrected key leaves it Off.,expected
