scenario_name,stream,target_period,forecast_ubuntu,forecast_windows,abs_diff,rel_diff
current_basecase_12c_no_uplift,HEAVY_RUC,2040Q3,1112559491.7350242,1112559491.7350242,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2040Q4,1173227124.799934,1173227124.799934,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2041Q1,1136977159.8629613,1136977159.8629613,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2041Q2,1105653628.383186,1105653628.383186,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2041Q3,1118657750.6342006,1118657750.6342006,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2041Q4,1179573630.3726587,1179573630.3726587,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2042Q1,1143284970.5152676,1143284970.5152676,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2042Q2,1111861876.436211,1111861876.436211,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2042Q3,1125023433.2962978,1125023433.2962978,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2042Q4,1186408515.897817,1186408515.897817,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2043Q1,1149940978.9211078,1149940978.9211078,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2043Q2,1118330137.5757177,1118330137.5757177,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2043Q3,1131590516.3836584,1131590516.3836584,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2043Q4,1193385503.2081006,1193385503.2081006,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2044Q1,1156719905.0219386,1156719905.0219386,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2044Q2,1124915109.1938095,1124915109.1938095,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2044Q3,1138273503.9054914,1138273503.9054914,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2044Q4,1200483470.2573097,1200483470.2573097,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2045Q1,1163615900.4606814,1163615900.4606814,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2045Q2,1131613754.5579882,1131613754.5579882,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2045Q3,1145071812.2242312,1145071812.2242312,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2045Q4,1207703905.3867078,1207703905.3867078,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2046Q1,1170630918.961359,1170630918.961359,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2046Q2,1138428069.989318,1138428069.989318,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2046Q3,1151987566.4374652,1151987566.4374652,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2046Q4,1215049139.3387852,1215049139.3387852,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2047Q1,1177767246.8132243,1177767246.8132243,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2047Q2,1145360284.3217218,1145360284.3217218,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2047Q3,1159023036.3851917,1159023036.3851917,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2047Q4,1222521589.8615308,1222521589.8615308,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2048Q1,1185027238.130273,1185027238.130273,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2048Q2,1152412688.8969576,1152412688.8969576,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2048Q3,1166180552.1625466,1166180552.1625466,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2048Q4,1230123736.647786,1230123736.647786,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2049Q1,1192413306.7989652,1192413306.7989652,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2049Q2,1159587633.1453834,1159587633.1453834,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2049Q3,1173462502.864887,1173462502.864887,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2049Q4,1237858122.1583652,1237858122.1583652,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2050Q1,1199927927.842557,1199927927.842557,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2050Q2,1166887526.0498476,1166887526.0498476,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2050Q3,1180871338.1957457,1180871338.1957457,0.0,0.0
current_basecase_12c_no_uplift,HEAVY_RUC,2050Q4,1245727353.4087198,1245727353.4087198,0.0,0.0
current_basecase_12c_no_uplift,LIGHT_RUC,2026Q1,3362117017.2702312,3356901625.2217503,5215392.048480988,0.0015536326740395526
current_basecase_12c_no_uplift,LIGHT_RUC,2026Q2,3166749440.755172,3156295679.961052,10453760.794119835,0.0033120346932290043
current_basecase_12c_no_uplift,LIGHT_RUC,2026Q3,3043707180.065885,3033659594.242308,10047585.823576927,0.0033120346932287996
current_basecase_12c_no_uplift,LIGHT_RUC,2026Q4,3061964697.829445,3060793947.250119,1170750.579325676,0.00038249898539478703
current_basecase_12c_no_uplift,LIGHT_RUC,2027Q1,3302489431.044235,3291587578.787455,10901852.256780148,0.003312034693239467
current_basecase_12c_no_uplift,LIGHT_RUC,2027Q2,3341660711.6410723,3330629551.017808,11031160.623264313,0.0033120346932288816
current_basecase_12c_no_uplift,LIGHT_RUC,2027Q3,3219927689.0256834,3209298381.4454126,10629307.580270767,0.003312034693228964
current_basecase_12c_no_uplift,LIGHT_RUC,2027Q4,3451682845.0647645,3440288490.230406,11394354.834358692,0.003312034693228759
current_basecase_12c_no_uplift,LIGHT_RUC,2028Q1,3465303564.082604,3453864245.87454,11439318.20806408,0.0033120346932360607
current_basecase_12c_no_uplift,LIGHT_RUC,2028Q2,3500277650.315669,3488722879.1049747,11554771.210694313,0.0033120346932395696
current_basecase_12c_no_uplift,LIGHT_RUC,2028Q3,3365781675.477635,3354670889.1085186,11110786.369116306,0.0033120346932360104
current_basecase_12c_no_uplift,LIGHT_RUC,2028Q4,3601797585.2197685,3589907686.4168663,11889898.802902222,0.00331203469322903
current_basecase_12c_no_uplift,LIGHT_RUC,2029Q1,3612746691.79808,3600820648.884879,11926042.913200855,0.00331203469322866
current_basecase_12c_no_uplift,LIGHT_RUC,2029Q2,3646525850.299861,3634488298.96154,12037551.338320732,0.0033120346932359493
current_basecase_12c_no_uplift,LIGHT_RUC,2029Q3,3504978775.189201,3493408485.0889654,11570290.100235462,0.0033120346932290702
current_basecase_12c_no_uplift,LIGHT_RUC,2029Q4,3700906691.7150455,3683296751.757764,17609939.95728159,0.0047810266574034995
current_basecase_12c_no_uplift,LIGHT_RUC,2030Q1,3706036626.526705,3688340039.849528,17696586.677176952,0.004797981337398304
current_basecase_12c_no_uplift,LIGHT_RUC,2030Q2,3738316906.727343,3720466179.43198,17850727.29536295,0.004797981337405491
current_basecase_12c_no_uplift,LIGHT_RUC,2030Q3,3584933937.0457497,3567815624.2652464,17118312.780503273,0.004797981337398455
current_basecase_12c_no_uplift,LIGHT_RUC,2030Q4,3816778182.7598734,3803794062.9160047,12984119.843868732,0.0034134655107787436
current_basecase_12c_no_uplift,LIGHT_RUC,2031Q1,3812007146.324029,3799039256.8467026,12967889.477326393,0.00341346551077497
current_basecase_12c_no_uplift,LIGHT_RUC,2031Q2,3831714804.295916,3818679872.255254,13034932.040662289,0.0034134655107824104
current_basecase_12c_no_uplift,LIGHT_RUC,2031Q3,3649063688.6916895,3636650108.969925,12413579.721764565,0.0034134655107858837
current_basecase_12c_no_uplift,LIGHT_RUC,2031Q4,3888815152.9475937,3875585973.891657,13229179.055936813,0.0034134655107786907
current_basecase_12c_no_uplift,LIGHT_RUC,2032Q1,3884846987.4159913,3871631307.4774647,13215679.93852663,0.0034134655107790255
current_basecase_12c_no_uplift,LIGHT_RUC,2032Q2,3904932211.4652166,3891648204.5389385,13284006.926278114,0.003413465510778853
current_basecase_12c_no_uplift,LIGHT_RUC,2032Q3,3738867284.04302,3726148205.654953,12719078.388066769,0.0034134655107823627
current_basecase_12c_no_uplift,LIGHT_RUC,2032Q4,3984519411.134452,3970964660.2222624,13554750.912189484,0.0034134655107786326
current_basecase_12c_no_uplift,LIGHT_RUC,2033Q1,3980453958.622476,3966913037.7837424,13540920.838733673,0.0034134655107788277
current_basecase_12c_no_uplift,LIGHT_RUC,2033Q2,4001033856.880789,3987422926.2451344,13610930.63565445,0.0034134655107858234
current_basecase_12c_no_uplift,LIGHT_RUC,2033Q3,3830882374.517973,3817850274.281383,13032100.236589909,0.0034134655107822117
current_basecase_12c_no_uplift,LIGHT_RUC,2033Q4,4082580483.736094,4068692143.4305167,13888340.305577278,0.0034134655107789322
current_basecase_12c_no_uplift,LIGHT_RUC,2034Q1,4078415358.5579305,4064541187.3976088,13874171.160321712,0.0034134655107788156
current_basecase_12c_no_uplift,LIGHT_RUC,2034Q2,4099502123.095677,4085556217.8536854,13945905.24199152,0.0034134655107788212
current_basecase_12c_no_uplift,LIGHT_RUC,2034Q3,3925163459.1069746,3911810628.4420886,13352830.664885998,0.003413465510779052
current_basecase_12c_no_uplift,LIGHT_RUC,2034Q4,4183056451.197039,4168826306.379784,14230144.81725502,0.0034134655107788607
current_basecase_12c_no_uplift,LIGHT_RUC,2035Q1,4178789209.1522894,4164573580.8669,14215628.285389423,0.0034134655107787267
current_basecase_12c_no_uplift,LIGHT_RUC,2035Q2,4200395332.7770886,4186106203.6265526,14289129.15053606,0.0034134655107787154
current_basecase_12c_no_uplift,LIGHT_RUC,2035Q3,4021766380.914788,4008084921.2717543,13681459.643033504,0.0034134655107787523
current_basecase_12c_no_uplift,LIGHT_RUC,2035Q4,4286006826.4135695,4271426459.512197,14580366.901372433,0.0034134655107786946
current_basecase_12c_no_uplift,LIGHT_RUC,2036Q1,4280206062.708411,4265645429.154749,14560633.5536623,0.0034134655107861452
current_basecase_12c_no_uplift,LIGHT_RUC,2036Q2,4300901148.754436,4286270113.551944,14631035.20249176,0.003413465510778863
current_basecase_12c_no_uplift,LIGHT_RUC,2036Q3,4116624112.091797,4102619960.353298,14004151.738498688,0.003413465510778804
current_basecase_12c_no_uplift,LIGHT_RUC,2036Q4,4385633271.283931,4370713989.822193,14919281.461737633,0.0034134655107790684
current_basecase_12c_no_uplift,LIGHT_RUC,2037Q1,4379698082.793451,4364798991.972838,14899090.820612907,0.0034134655107860286
current_basecase_12c_no_uplift,LIGHT_RUC,2037Q2,4400874633.3082285,4385903502.967216,14971130.341012955,0.0034134655107857406
current_basecase_12c_no_uplift,LIGHT_RUC,2037Q3,4212314514.523368,4197984838.0638647,14329676.459503174,0.003413465510778763
current_basecase_12c_no_uplift,LIGHT_RUC,2037Q4,4487577179.839919,4472311100.146097,15266079.693821907,0.0034134655107788026
current_basecase_12c_no_uplift,LIGHT_RUC,2038Q1,4481504450.3161545,4466259029.157888,15245421.158266068,0.0034134655107857874
current_basecase_12c_no_uplift,LIGHT_RUC,2038Q2,4503173675.68987,4487854539.003557,15319136.686312675,0.0034134655107859175
current_basecase_12c_no_uplift,LIGHT_RUC,2038Q3,4310230853.098154,4295568079.609205,14662773.488948822,0.003413465510778911
current_basecase_12c_no_uplift,LIGHT_RUC,2038Q4,4591892503.648272,4576271558.515322,15620945.13294983,0.003413465510778763
current_basecase_12c_no_uplift,LIGHT_RUC,2039Q1,4585679044.574426,4570079236.718328,15599807.856097221,0.003413465510786
current_basecase_12c_no_uplift,LIGHT_RUC,2039Q2,4607852416.46166,4592177178.045033,15675238.41662693,0.0034134655107754663
current_basecase_12c_no_uplift,LIGHT_RUC,2039Q3,4410424949.386543,4395421330.270324,15003619.11621952,0.0034134655107788676
current_basecase_12c_no_uplift,LIGHT_RUC,2039Q4,4698634451.435455,4682650385.84434,15984065.591114998,0.0034134655107788646
current_basecase_12c_no_uplift,LIGHT_RUC,2040Q1,4692277000.349152,4676314561.874605,15962438.474546432,0.00341346551078624
current_basecase_12c_no_uplift,LIGHT_RUC,2040Q2,4714966257.764241,4698926633.762214,16039624.002027512,0.0034134655107788572
current_basecase_12c_no_uplift,LIGHT_RUC,2040Q3,4512949832.507391,4497597438.768785,15352393.7386055,0.0034134655107790632
current_basecase_12c_no_uplift,LIGHT_RUC,2040Q4,4807859518.411545,4791503885.154789,16355633.256755829,0.0034134655107824173
current_basecase_12c_no_uplift,LIGHT_RUC,2041Q1,4799750814.757338,4783422766.121707,16328048.635630608,0.0034134655107788073
current_basecase_12c_no_uplift,LIGHT_RUC,2041Q2,4821349074.600593,4804947551.851247,16401522.74934578,0.003413465510778908
current_basecase_12c_no_uplift,LIGHT_RUC,2041Q3,4613233438.707857,4597539894.842351,15693543.865506172,0.0034134655107858074
current_basecase_12c_no_uplift,LIGHT_RUC,2041Q4,4913055083.44962,4896341590.302132,16713493.147488594,0.003413465510778891
current_basecase_12c_no_uplift,LIGHT_RUC,2042Q1,4904769429.099873,4888084122.533817,16685306.566055298,0.003413465510778935
current_basecase_12c_no_uplift,LIGHT_RUC,2042Q2,4926840728.646483,4910080338.75499,16760389.891493797,0.0034134655107789127
current_basecase_12c_no_uplift,LIGHT_RUC,2042Q3,4714171949.004424,4698135027.124352,16036921.88007164,0.003413465510778979
current_basecase_12c_no_uplift,LIGHT_RUC,2042Q4,5020554232.945811,5003475043.450932,17079189.494879723,0.0034134655107822998
current_basecase_12c_no_uplift,LIGHT_RUC,2043Q1,5012087764.501575,4995037376.691188,17050387.81038761,0.003413465510779046
current_basecase_12c_no_uplift,LIGHT_RUC,2043Q2,5034642474.027969,5017515358.40226,17127115.625709534,0.0034134655107788976
current_basecase_12c_no_uplift,LIGHT_RUC,2043Q3,4817320855.436901,4800933036.09862,16387819.338280678,0.003413465510778693
current_basecase_12c_no_uplift,LIGHT_RUC,2043Q4,5130407458.140047,5112954564.07739,17452894.062657356,0.003413465510778826
current_basecase_12c_no_uplift,LIGHT_RUC,2044Q1,5121756227.806811,5104332763.961491,17423463.8453207,0.003413465510778786
current_basecase_12c_no_uplift,LIGHT_RUC,2044Q2,5144804945.178156,5127303072.9752445,17501872.202911377,0.0034134655107788433
current_basecase_12c_no_uplift,LIGHT_RUC,2044Q3,4922728607.51288,4905982206.454654,16746401.058226585,0.003413465510778626
current_basecase_12c_no_uplift,LIGHT_RUC,2044Q4,5242666358.13346,5224831575.75001,17834782.383450508,0.003413465510778762
current_basecase_12c_no_uplift,LIGHT_RUC,2045Q1,5233826331.87623,5216021621.966172,17804709.91005802,0.0034134655107787995
current_basecase_12c_no_uplift,LIGHT_RUC,2045Q2,5257379887.547162,5239495051.893627,17884835.65353489,0.0034134655107787644
current_basecase_12c_no_uplift,LIGHT_RUC,2045Q3,5030444717.822348,5013331882.347866,17112835.474481583,0.0034134655107786764
current_basecase_12c_no_uplift,LIGHT_RUC,2045Q4,5357383664.225204,5339158630.383851,18225033.841353416,0.0034134655107715267
current_basecase_12c_no_uplift,LIGHT_RUC,2046Q1,5348350719.88371,5330156414.794752,18194305.088957787,0.00341346551077871
current_basecase_12c_no_uplift,LIGHT_RUC,2046Q2,5372420182.0093355,5354143996.138771,18276185.87056446,0.003413465510779059
current_basecase_12c_no_uplift,LIGHT_RUC,2046Q3,5140519785.391888,5123032490.674372,17487294.717515945,0.0034134655107787536
current_basecase_12c_no_uplift,LIGHT_RUC,2046Q4,5474613264.785614,5455989433.028815,18623831.756798744,0.0034134655107753735
current_basecase_12c_no_uplift,LIGHT_RUC,2047Q1,5465383190.147835,5446790757.75182,18592432.396015167,0.003413465510778911
current_basecase_12c_no_uplift,LIGHT_RUC,2047Q2,5489979869.806836,5471303763.112457,18676106.694378853,0.00341346551077884
current_basecase_12c_no_uplift,LIGHT_RUC,2047Q3,5253005519.552623,5235135564.857748,17869954.694874763,0.0034134655107752373
current_basecase_12c_no_uplift,LIGHT_RUC,2047Q4,5594410230.675921,5575378867.203198,19031363.472723007,0.003413465510778785
current_basecase_12c_no_uplift,LIGHT_RUC,2048Q1,5584978721.509741,5565979442.648557,18999278.86118412,0.0034134655107787037
current_basecase_12c_no_uplift,LIGHT_RUC,2048Q2,5610114178.042918,5591029392.043428,19084785.999489784,0.0034134655107786174
current_basecase_12c_no_uplift,LIGHT_RUC,2048Q3,5367954764.333274,5349693769.15902,18260995.174253464,0.003413465510778969
current_basecase_12c_no_uplift,LIGHT_RUC,2048Q4,5716830841.227154,5697383020.78401,19447820.443143845,0.0034134655107789565
current_basecase_12c_no_uplift,LIGHT_RUC,2049Q1,5707193499.269116,5687778463.6504965,19415035.61861992,0.0034134655107785393
current_basecase_12c_no_uplift,LIGHT_RUC,2049Q2,5732879545.734887,5713377129.951724,19502415.78316307,0.0034134655107788867
current_basecase_12c_no_uplift,LIGHT_RUC,2049Q3,5485421523.389752,5466760923.521639,18660599.868113518,0.003413465510778643
current_basecase_12c_no_uplift,LIGHT_RUC,2049Q4,5841932610.791469,5822059212.467997,19873398.323472023,0.003413465510778892
current_basecase_12c_no_uplift,LIGHT_RUC,2050Q1,5832084941.690977,5812245043.694132,19839897.996845245,0.003413465510778853
current_basecase_12c_no_uplift,LIGHT_RUC,2050Q2,5858333650.441417,5838404458.185423,19929192.255993843,0.0034134655107789227
current_basecase_12c_no_uplift,LIGHT_RUC,2050Q3,5605460985.4834,5586392028.962847,19068956.52055359,0.0034134655107786764
current_basecase_12c_no_uplift,LIGHT_RUC,2050Q4,5969774315.876169,5949466018.8134,20308297.062768936,0.0034134655107786217
current_basecase_12c_no_uplift,PED,2026Q1,1529.7454278971784,1529.7454278971777,6.821210263296962e-13,4.459049289445205e-16
current_basecase_12c_no_uplift,PED,2026Q2,1528.6712580526828,1528.6712580526837,9.094947017729282e-13,5.949576777753374e-16
current_basecase_12c_no_uplift,PED,2026Q3,1536.7119084951355,1536.7119084951355,0.0,0.0
current_basecase_12c_no_uplift,PED,2026Q4,1547.1091371081434,1547.1091371081434,0.0,0.0
current_basecase_12c_no_uplift,PED,2027Q1,1540.5510639731797,1540.5510639731797,0.0,0.0
current_basecase_12c_no_uplift,PED,2027Q2,1533.6094727175048,1533.6094727175048,0.0,0.0
current_basecase_12c_no_uplift,PED,2027Q3,1540.796155656576,1540.7961556565765,4.547473508864641e-13,2.951379059566017e-16
current_basecase_12c_no_uplift,PED,2027Q4,1556.1491170747724,1556.1491170747724,0.0,0.0
current_basecase_12c_no_uplift,PED,2028Q1,1542.7458789363384,1542.7458789363384,0.0,0.0
current_basecase_12c_no_uplift,PED,2028Q2,1537.0934013480685,1537.0934013480685,0.0,0.0
current_basecase_12c_no_uplift,PED,2028Q3,1542.9494735198407,1542.9494735198407,0.0,0.0
current_basecase_12c_no_uplift,PED,2028Q4,1556.4102089972382,1556.4102089972373,9.094947017729282e-13,5.843541095498832e-16
current_basecase_12c_no_uplift,PED,2029Q1,1542.1145245936157,1542.1145245936157,0.0,0.0
current_basecase_12c_no_uplift,PED,2029Q2,1532.322985826799,1532.322985826799,0.0,0.0
current_basecase_12c_no_uplift,PED,2029Q3,1538.016230279905,1538.016230279905,0.0,0.0
current_basecase_12c_no_uplift,PED,2029Q4,1550.6665580690042,1550.6665580690042,0.0,0.0
current_basecase_12c_no_uplift,PED,2030Q1,1536.4229059696786,1536.4229059696786,0.0,0.0
current_basecase_12c_no_uplift,PED,2030Q2,1530.3856542391584,1530.3856542391584,0.0,0.0
current_basecase_12c_no_uplift,PED,2030Q3,1535.9346194023194,1535.9346194023194,0.0,0.0
current_basecase_12c_no_uplift,PED,2030Q4,1549.1034868077977,1549.1034868077977,0.0,0.0
current_basecase_12c_no_uplift,PED,2031Q1,1538.2347939739832,1538.2347939739832,0.0,0.0
current_basecase_12c_no_uplift,PED,2031Q2,1531.444684618668,1531.444684618668,0.0,0.0
current_basecase_12c_no_uplift,PED,2031Q3,1527.619978368408,1527.619978368408,0.0,0.0
current_basecase_12c_no_uplift,PED,2031Q4,1540.0786226566463,1540.0786226566463,0.0,0.0
current_basecase_12c_no_uplift,PED,2032Q1,1525.2179445653728,1525.2179445653728,0.0,0.0
current_basecase_12c_no_uplift,PED,2032Q2,1518.5163041635874,1518.5163041635883,9.094947017729282e-13,5.989364087031555e-16
current_basecase_12c_no_uplift,PED,2032Q3,1523.3943939436017,1523.3943939436017,0.0,0.0
current_basecase_12c_no_uplift,PED,2032Q4,1535.8125960394682,1535.8125960394673,9.094947017729282e-13,5.921911984042329e-16
current_basecase_12c_no_uplift,PED,2033Q1,1521.0826624481751,1521.0826624481751,0.0,0.0
current_basecase_12c_no_uplift,PED,2033Q2,1514.6201256158024,1514.6201256158029,4.547473508864641e-13,3.002385503768322e-16
current_basecase_12c_no_uplift,PED,2033Q3,1519.5198187862966,1519.5198187862966,0.0,0.0
current_basecase_12c_no_uplift,PED,2033Q4,1531.9226674869124,1531.9226674869124,0.0,0.0
current_basecase_12c_no_uplift,PED,2034Q1,1517.0963257446845,1517.0963257446845,0.0,0.0
current_basecase_12c_no_uplift,PED,2034Q2,1510.4538174071267,1510.4538174071267,0.0,0.0
current_basecase_12c_no_uplift,PED,2034Q3,1515.27998248404,1515.27998248404,0.0,0.0
current_basecase_12c_no_uplift,PED,2034Q4,1527.6024945658578,1527.6024945658578,0.0,0.0
current_basecase_12c_no_uplift,PED,2035Q1,1512.803460779112,1512.8034607791128,9.094947017729282e-13,6.0119818955499155e-16
current_basecase_12c_no_uplift,PED,2035Q2,1506.1076229574082,1506.1076229574082,0.0,0.0
current_basecase_12c_no_uplift,PED,2035Q3,1510.9099234140776,1510.9099234140776,0.0,0.0
current_basecase_12c_no_uplift,PED,2035Q4,1523.1840127240332,1523.1840127240332,0.0,0.0
current_basecase_12c_no_uplift,PED,2036Q1,1508.391366719911,1508.391366719911,0.0,0.0
current_basecase_12c_no_uplift,PED,2036Q2,1501.6728916553193,1501.6728916553193,0.0,0.0
current_basecase_12c_no_uplift,PED,2036Q3,1506.4171504083315,1506.4171504083315,0.0,0.0
current_basecase_12c_no_uplift,PED,2036Q4,1518.6042738780736,1518.6042738780736,0.0,0.0
current_basecase_12c_no_uplift,PED,2037Q1,1503.8669000895356,1503.8669000895356,0.0,0.0
current_basecase_12c_no_uplift,PED,2037Q2,1497.171736718352,1497.171736718352,0.0,0.0
current_basecase_12c_no_uplift,PED,2037Q3,1501.902398375854,1501.902398375854,0.0,0.0
current_basecase_12c_no_uplift,PED,2037Q4,1514.0468523041304,1514.046852304131,6.821210263296962e-13,4.505283474494992e-16
current_basecase_12c_no_uplift,PED,2038Q1,1499.3651450130492,1499.3651450130492,0.0,0.0
current_basecase_12c_no_uplift,PED,2038Q2,1492.6936052947133,1492.6936052947133,0.0,0.0
current_basecase_12c_no_uplift,PED,2038Q3,1497.411018999028,1497.411018999028,0.0,0.0
current_basecase_12c_no_uplift,PED,2038Q4,1509.5132076818627,1509.5132076818627,0.0,0.0
current_basecase_12c_no_uplift,PED,2039Q1,1494.8869941760163,1494.8869941760163,0.0,0.0
current_basecase_12c_no_uplift,PED,2039Q2,1488.2390303176524,1488.2390303176524,0.0,0.0
current_basecase_12c_no_uplift,PED,2039Q3,1492.9433153173586,1492.9433153173586,0.0,0.0
current_basecase_12c_no_uplift,PED,2039Q4,1505.003494033503,1505.003494033503,0.0,0.0
current_basecase_12c_no_uplift,PED,2040Q1,1490.4325022098894,1490.4325022098894,0.0,0.0
current_basecase_12c_no_uplift,PED,2040Q2,1483.808003086574,1483.808003086574,0.0,0.0
current_basecase_12c_no_uplift,PED,2040Q3,1488.499237505232,1488.499237505232,0.0,0.0
current_basecase_12c_no_uplift,PED,2040Q4,1500.5176340993626,1500.5176340993626,0.0,0.0
current_basecase_12c_no_uplift,PED,2041Q1,1486.0019915466391,1486.0019915466391,0.0,0.0
current_basecase_12c_no_uplift,PED,2041Q2,1479.401247013196,1479.401247013196,0.0,0.0
current_basecase_12c_no_uplift,PED,2041Q3,1484.0799189044012,1484.0799189044012,0.0,0.0
current_basecase_12c_no_uplift,PED,2041Q4,1496.0571860940831,1496.0571860940831,0.0,0.0
current_basecase_12c_no_uplift,PED,2042Q1,1481.5961639503375,1481.5961639503375,0.0,0.0
current_basecase_12c_no_uplift,PED,2042Q2,1475.0186282661416,1475.0186282661416,0.0,0.0
current_basecase_12c_no_uplift,PED,2042Q3,1479.6843916273529,1479.6843916273529,0.0,0.0
current_basecase_12c_no_uplift,PED,2042Q4,1491.6203319769484,1491.6203319769477,6.821210263296962e-13,4.573020437617889e-16
current_basecase_12c_no_uplift,PED,2043Q1,1477.2136413473977,1477.2136413473982,4.547473508864641e-13,3.0784128859768674e-16
current_basecase_12c_no_uplift,PED,2043Q2,1470.6591917305077,1470.6591917305077,0.0,0.0
current_basecase_12c_no_uplift,PED,2043Q3,1475.3121147989705,1475.3121147989705,0.0,0.0
current_basecase_12c_no_uplift,PED,2043Q4,1487.206946848357,1487.2069468483562,6.821210263296962e-13,4.586591178687178e-16
current_basecase_12c_no_uplift,PED,2044Q1,1472.8543002716024,1472.8543002716024,0.0,0.0
current_basecase_12c_no_uplift,PED,2044Q2,1466.3228145286491,1466.3228145286491,0.0,0.0
current_basecase_12c_no_uplift,PED,2044Q3,1470.9629651396865,1470.9629651396865,0.0,0.0
current_basecase_12c_no_uplift,PED,2044Q4,1482.81690624372,1482.81690624372,0.0,0.0
current_basecase_12c_no_uplift,PED,2045Q1,1470.0318327967811,1470.0318327967811,0.0,0.0
current_basecase_12c_no_uplift,PED,2045Q2,1464.1879074984174,1464.1879074984174,0.0,0.0
current_basecase_12c_no_uplift,PED,2045Q3,1468.5206154860716,1468.5206154860707,9.094947017729282e-13,6.193271597156921e-16
current_basecase_12c_no_uplift,PED,2045Q4,1480.3458398762532,1480.3458398762532,0.0,0.0
current_basecase_12c_no_uplift,PED,2046Q1,1466.0883976588775,1466.0883976588775,0.0,0.0
current_basecase_12c_no_uplift,PED,2046Q2,1459.4740969139184,1459.4740969139186,2.2737367544323206e-13,1.5579151142457227e-16
current_basecase_12c_no_uplift,PED,2046Q3,1463.8474280002647,1463.8474280002638,9.094947017729282e-13,6.213043001451134e-16
current_basecase_12c_no_uplift,PED,2046Q4,1475.6298444691515,1475.6298444691515,0.0,0.0
current_basecase_12c_no_uplift,PED,2047Q1,1461.4279548260563,1461.4279548260556,6.821210263296962e-13,4.667496773119306e-16
current_basecase_12c_no_uplift,PED,2047Q2,1454.9595095739353,1454.9595095739353,0.0,0.0
current_basecase_12c_no_uplift,PED,2047Q3,1459.5669263028333,1459.566926302834,6.821210263296962e-13,4.673448089547682e-16
current_basecase_12c_no_uplift,PED,2047Q4,1471.3090969831396,1471.3090969831396,0.0,0.0
current_basecase_12c_no_uplift,PED,2048Q1,1457.1601166402847,1457.1601166402847,0.0,0.0
current_basecase_12c_no_uplift,PED,2048Q2,1450.7141528894745,1450.7141528894745,0.0,0.0
current_basecase_12c_no_uplift,PED,2048Q3,1455.3090648933032,1455.3090648933032,0.0,0.0
current_basecase_12c_no_uplift,PED,2048Q4,1467.0112025598355,1467.011202559836,4.547473508864641e-13,3.0998219379167696e-16
current_basecase_12c_no_uplift,PED,2049Q1,1452.914851581436,1452.914851581436,0.0,0.0
current_basecase_12c_no_uplift,PED,2049Q2,1446.4912503341343,1446.4912503341343,0.0,0.0
current_basecase_12c_no_uplift,PED,2049Q3,1451.0737236610298,1451.0737236610298,0.0,0.0
current_basecase_12c_no_uplift,PED,2049Q4,1462.736039960146,1462.736039960146,0.0,0.0
current_basecase_12c_no_uplift,PED,2050Q1,1448.692039895869,1448.692039895869,0.0,0.0
